-3.0856893062591553, -0.00034770795277205835, -0.018134264402532893, 21, inf, 0, 01, 05, 400, 30, 21
-3.079590082168579, -0.0036042162350247153, -0.25272270865941526, 21, 95.26829268292683, 0, 01, 05, 741, 30, 21
-2.746168375015259, -0.0073575462613786335, -0.36101568702682835, 15, 151.04347826086956, 0, 01, 05, 319, 30, 21
-3.0424997806549072, -0.00428019251142242, -0.2106352633510652, 20, 123.7, 0, 01, 05, 281, 30, 21
-2.955357313156128, -0.011107896055494226, -0.5314111295988736, 19, 182.1764705882353, 0, 01, 05, 292, 30, 21
-2.856557607650757, -0.0015265260423933391, -0.10766957706531816, 17, 45.666666666666664, 0, 01, 05, 283, 30, 21
-2.9424824714660645, -0.0063951270920887815, -0.21944077528474176, 18, 77.2, 0, 01, 05, 237, 30, 21
-3.9720242023468018, -0.019050214971815027, -0.4927719789811957, 53, 1037.578947368421, 0, 01, 05, 258, 30, 21
-3.254376173019409, -0.0033382773399353027, -0.11251934843818316, 25, 71.375, 0, 01, 05, 301, 30, 21
-3.355332612991333, -0.006557890347071993, -0.25731307784421326, 28, 67.63157894736842, 0, 01, 05, 442, 30, 21
-2.722705841064453, 0.002404928207397461, 0.197330964809987, 15, 57.95652173913044, 0, 01, 05, 382, 30, 21
-2.850651979446411, -0.007506174700600887, -0.6243946347534116, 17, 62.16216216216216, 0, 01, 05, 622, 30, 21
-3.4661126136779785, -0.005140858037131046, -0.1858263049343637, 32, 167.26666666666668, 0, 01, 05, 245, 30, 21
-3.661358118057251, -0.008131648812975012, -0.3001084125171741, 38, 168.8, 0, 01, 05, 438, 30, 21
-3.910810708999634, 0.0030618480273654214, 0.12628530118383016, 49, 175.92857142857142, 0, 01, 05, 264, 30, 21
-3.9806835651397705, -0.01545174632753632, -0.5439637804666833, 53, 12068.055555555555, 0, 01, 05, 343, 30, 21
-3.497067928314209, -0.01603399004255035, -1.0960082825587594, 33, 177.21875, 0, 01, 05, 437, 30, 21
-3.1496074199676514, -0.00381692818232926, -0.17997856883520683, 23, 58.42857142857143, 0, 01, 05, 163, 30, 21
-4.089674949645996, -0.02229401894978089, -0.46436366158273873, 59, 1335.7857142857142, 0, 01, 05, 165, 30, 21
-3.6269423961639404, -0.008450814655848848, -0.24419772559861425, 37, 84.83333333333333, 0, 01, 05, 158, 30, 21
-3.7013068199157715, -0.018442256110055233, -0.422719020062978, 40, 70.25, 0, 01, 05, 163, 30, 21
-3.689096689224243, 0.005118395600999914, 0.14514783723124391, 40, 103.83333333333333, 0, 01, 05, 162, 30, 21
-3.722644329071045, -0.02619246925626495, -0.6350385779936464, 41, 74.75, 0, 01, 05, 167, 30, 21
-2.9402787685394287, -0.0039642197745188845, -0.1859338437783899, 18, 28.333333333333332, 0, 01, 05, 180, 30, 21
-3.518383741378784, -0.005416325160435331, -0.1582272144686029, 33, 70.28571428571429, 0, 01, 05, 156, 30, 21
-3.8569607734680176, -0.037084979670388485, -0.8781898364527481, 47, 104.25, 0, 01, 05, 151, 30, 21
-3.3473451137542725, -0.008905206407819666, -0.3650746131774517, 28, 58.875, 0, 01, 05, 166, 30, 21
-2.937450885772705, -0.001724328313554846, -0.08720954087904297, 18, 47.25, 0, 01, 05, 160, 30, 21
-2.8718044757843018, 0.009608047349112248, 0.38976172041474727, 17, 54.375, 0, 01, 05, 167, 30, 21
-2.853102922439575, -0.003480502537318575, -0.15090353440459056, 17, 67.375, 0, 01, 05, 167, 30, 21
-3.2378008365631104, -0.0006250909396579019, -0.026478578550714938, 25, 51.5, 0, 01, 05, 167, 30, 21
-3.1922030448913574, -0.011198077883039392, -0.42116684247826014, 24, 298.2307692307692, 0, 01, 05, 170, 30, 21
-3.7828221321105957, 0.001419876302991785, 0.03427172578971172, 43, 166.0, 0, 01, 05, 161, 30, 21
-3.629958152770996, -0.007871781076703943, -0.2316198997801382, 37, 83.28571428571429, 0, 01, 05, 155, 30, 21
-3.450512409210205, -0.010906858103616024, -0.4022111368362931, 31, 66.1, 0, 01, 05, 156, 30, 21
-3.3954765796661377, -0.01705492394311081, -0.35476667070993156, 29, 139.8, 0, 01, 05, 159, 30, 21
-3.365154504776001, -0.005952860627855383, -0.2851963661523208, 28, 52.875, 0, 01, 05, 160, 30, 21
-2.9671454429626465, -0.0025230135236467, -0.11685963801385212, 19, inf, 0, 01, 05, 153, 30, 21
-2.8554575443267822, -0.0014450805527821409, -0.040252931487597794, 17, 152.625, 0, 01, 05, 154, 30, 21
-2.7722342014312744, 0.006389958517892147, 0.3422638212150775, 15, 81.0, 0, 01, 05, 172, 30, 21
-2.9927589893341064, -0.01123276778629867, -0.39422985580448916, 19, 87.44444444444444, 0, 01, 05, 170, 30, 21
-3.0166170597076416, -0.0021198902811323528, -0.0653040601673949, 20, 48.0, 0, 01, 05, 165, 30, 21
-3.099421501159668, 0.002092165606362606, 0.056049587151287494, 22, 71.0, 0, 01, 05, 158, 30, 21
-3.1709749698638916, -0.004546863692147518, -0.23841994107190242, 23, 38.8, 0, 01, 05, 155, 30, 21
-3.2429327964782715, -0.004810111863272404, -0.1475024501326497, 25, 56.5, 0, 01, 05, 150, 30, 21
-3.1993045806884766, 0.004269565854753576, 0.2033390474256999, 24, 58.166666666666664, 0, 01, 05, 157, 30, 21
-3.2136952877044678, -0.016198226383754122, -0.5839596048177166, 24, inf, 0, 01, 05, 165, 30, 21
-3.37237548828125, -0.006246762616293644, -0.18017974821822505, 29, 65.83333333333333, 0, 01, 05, 156, 30, 21
-3.352123737335205, -0.01815441676548568, -0.5873755152112491, 28, 141.71428571428572, 0, 01, 05, 153, 30, 21
-3.2858123779296875, -0.0020976662635803223, -0.05826413457290613, 26, 298.85714285714283, 0, 01, 05, 159, 30, 21
-3.216256856918335, 0.001188388892582548, 0.03776004637631621, 24, 53.666666666666664, 0, 01, 05, 158, 30, 21
-3.8348793983459473, -0.006724017007010197, -0.22250552282474717, 46, 87.85714285714286, 0, 01, 05, 157, 30, 21
-3.129253387451172, -0.011578261852264404, -0.42209683708273926, 22, 87.83333333333333, 0, 01, 05, 160, 30, 21
-3.3959848880767822, -0.005155001367841638, -0.18840783344023226, 29, 90.5, 0, 01, 05, 156, 30, 21
-3.7107110023498535, -0.007386190550668026, -0.24057832577376864, 40, 153.63636363636363, 0, 01, 05, 160, 30, 21
-3.579559326171875, -0.002334160464150692, -0.13431859456359957, 35, 83.71428571428571, 0, 01, 05, 143, 30, 21
-3.136760950088501, 0.0031185575893948325, 0.09351369430457424, 23, 266.85714285714283, 0, 01, 05, 167, 30, 22
-2.6296486854553223, -0.007740523133958899, -0.31193509448632323, 13, 97.22222222222223, 0, 01, 05, 183, 30, 20
-2.6556668281555176, 0.0015374422073364258, 0.052760994039654174, 14, 54.111111111111114, 0, 01, 05, 162, 30, 20
-2.6020100116729736, 0.008862435817718506, 0.45961243700714105, 13, 36.55555555555556, 0, 01, 05, 171, 30, 24
-4.340211391448975, -0.017776199749538257, -0.46355418212098093, 76, 155.0, 0, 01, 05, 117, 30, 21
-4.340211391448975, -0.00666502543858094, -0.18678042481572063, 76, 155.0, 0, 01, 05, 117, 30, 21
-4.340211391448975, 0.00010682855333588037, 0.003505624285096972, 76, 155.0, 0, 01, 05, 117, 30, 21
-2.4196548461914062, 0.00944362367902496, 0.4998948068899018, 11, 36.666666666666664, 1, 01, 05, 181, 30, 24
-2.4196548461914062, 0.017728660787855066, 0.50844810001359, 11, 36.666666666666664, 1, 01, 05, 181, 30, 24
-2.8755290508270264, 0.007086294037955021, 0.3206806432176223, 17, 65.35714285714286, 0, 01, 05, 186, 30, 21
-2.912022590637207, 0.014997584479195858, 0.5978229055112437, 18, 51.285714285714285, 0, 01, 05, 186, 30, 21
-2.912022590637207, 0.013222430433545984, 0.5115556662114088, 18, 51.285714285714285, 0, 01, 05, 186, 30, 21
-2.912022590637207, 0.007747224399021757, 0.3092595629858406, 18, 51.285714285714285, 0, 01, 05, 186, 30, 21
-2.912022590637207, 0.001288507665906824, 0.04836813471773081, 18, 51.285714285714285, 0, 01, 05, 186, 30, 21
